survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-822448,ENC-11148,2024-06-26,8.8,9.7,10.0,5.5,Yes
SRV-358888,ENC-10004,2024-08-12,8.3,7.9,9.8,9.4,Yes
SRV-982881,ENC-13372,2024-04-18,5.9,4.1,6.9,2.7,Yes
SRV-821576,ENC-13066,2024-03-10,1.0,1.7,1.0,1.0,No
SRV-214001,ENC-13962,2024-10-21,9.9,9.6,9.3,9.2,Yes
SRV-935941,ENC-11052,2024-10-25,5.6,5.5,4.2,6.6,No
SRV-378106,ENC-13725,2024-12-22,1.7,1.4,1.2,1.0,No
SRV-632532,ENC-12046,2024-06-13,10.0,10.0,9.8,10.0,Yes
SRV-118462,ENC-12325,2024-03-29,10.0,10.0,8.0,10.0,Yes
SRV-524381,ENC-11736,2024-09-25,8.9,9.2,8.9,10.0,Yes
SRV-251175,ENC-91319,2024-04-30,4.8,5.6,6.0,6.5,No
SRV-686850,ENC-11358,2024-12-04,8.1,7.4,8.3,9.3,Yes
SRV-520200,ENC-12683,2024-03-27,5.7,6.8,7.3,6.4,No
SRV-434825,ENC-13101,2024-12-31,9.2,10.0,10.0,8.9,Yes
SRV-992233,ENC-11479,2024-08-22,4.6,6.1,4.4,5.6,No
SRV-269029,ENC-11259,2024-06-01,9.3,9.2,9.8,8.6,No
SRV-760883,ENC-11235,2024-02-06,5.2,5.2,4.3,1.0,Yes
SRV-136407,ENC-93658,2024-05-15,5.1,4.6,4.4,5.0,Yes
SRV-437187,ENC-13644,2024-04-17,7.6,7.8,8.7,8.6,No
SRV-437101,ENC-13325,2024-06-02,6.5,6.0,6.6,10.0,Yes
SRV-997271,ENC-11705,2024-05-02,10.0,8.6,10.0,10.0,Yes
SRV-799611,ENC-12578,2024-03-23,7.9,6.4,7.6,8.7,No
SRV-723730,ENC-10295,2024-04-18,5.5,4.5,6.7,8.9,No
SRV-938157,ENC-13235,2024-11-15,9.9,9.7,9.8,10.0,Yes
SRV-250694,ENC-12672,2024-02-09,7.9,6.3,7.9,6.9,Yes
SRV-877378,ENC-12748,2024-06-09,9.7,9.7,10.0,9.2,Yes
SRV-168553,ENC-14278,2024-09-18,6.4,6.5,7.8,9.4,Yes
SRV-153513,ENC-14412,2024-12-31,8.4,8.4,7.9,6.4,No
SRV-241027,ENC-13478,2024-07-14,8.2,7.7,9.9,6.5,Yes
SRV-817187,ENC-10082,2024-12-20,6.1,6.6,6.9,6.5,Yes
SRV-832930,ENC-13224,2024-09-16,8.2,6.9,9.7,10.0,Yes
SRV-348103,ENC-12902,2024-03-12,7.0,9.2,6.7,5.8,No
SRV-311351,ENC-10353,2024-10-14,9.8,9.9,8.4,10.0,Yes
SRV-398861,ENC-13735,2024-08-12,8.7,9.2,6.8,6.9,Yes
SRV-504575,ENC-10637,2024-10-29,9.7,8.8,8.4,9.0,Yes
SRV-365813,ENC-14229,2024-10-25,9.5,9.9,9.7,10.0,Yes
SRV-686489,ENC-13802,2024-04-21,10.0,10.0,9.6,7.6,Yes
SRV-551477,ENC-14715,2024-03-19,2.1,3.9,4.9,1.0,No
SRV-788893,ENC-12891,2024-11-20,4.1,4.9,4.7,1.4,No
SRV-103410,ENC-11912,2024-01-07,6.5,7.4,6.4,8.6,Yes
SRV-962881,ENC-14339,2024-05-23,8.9,9.8,8.3,6.8,No
SRV-829765,ENC-13223,2024-03-11,7.9,6.9,9.7,7.5,No
SRV-843673,ENC-12230,2024-07-09,8.1,8.0,9.1,5.3,Yes
SRV-292498,ENC-14668,2024-12-04,8.9,9.8,9.6,9.7,Yes
SRV-231747,ENC-10428,2024-12-12,5.4,5.3,4.6,6.0,No
SRV-370229,ENC-13304,2024-04-01,7.4,7.2,7.3,6.0,Yes
SRV-287714,ENC-13657,2024-01-03,9.4,7.8,8.5,8.9,Yes
SRV-877257,ENC-14278,2024-06-20,5.1,4.8,4.0,4.2,No
SRV-903660,ENC-12002,2024-07-10,1.9,2.6,1.3,2.7,No
SRV-407829,ENC-14536,2024-06-15,7.1,8.3,6.7,10.0,No
SRV-887271,ENC-94124,2024-01-21,8.7,10.0,8.2,10.0,Yes
SRV-895956,ENC-11858,2024-04-14,7.4,7.6,8.2,9.1,Yes
SRV-461007,ENC-10495,2024-12-22,8.2,7.8,7.2,9.1,No
SRV-529627,ENC-14011,2024-03-13,6.3,5.2,8.2,6.8,Yes
SRV-419411,ENC-91265,2024-04-01,10.0,8.7,9.2,10.0,Yes
SRV-836135,ENC-10473,2024-03-15,7.5,6.6,7.2,4.7,Yes
SRV-991948,ENC-12497,2024-02-10,6.9,7.7,7.9,3.6,Yes
SRV-165534,ENC-12667,2024-08-18,7.6,6.0,8.5,7.7,No
SRV-746661,ENC-11878,2024-07-08,6.7,5.8,4.3,6.6,Yes
SRV-459387,ENC-12525,2024-02-27,4.6,6.2,4.3,6.6,No
SRV-930257,ENC-13344,2024-05-03,9.6,9.4,10.0,4.6,Yes
SRV-174267,ENC-10416,2024-11-04,6.8,9.9,6.2,6.9,Yes
SRV-870323,ENC-14714,2024-03-21,9.3,9.5,9.9,10.0,Yes
SRV-496200,ENC-10491,2024-08-05,6.4,8.3,7.1,5.8,Yes
SRV-459839,ENC-14351,2024-01-09,10.0,8.5,10.0,10.0,Yes
SRV-451058,ENC-90513,2024-07-25,10.0,10.0,10.0,10.0,Yes
SRV-359679,ENC-12762,2024-01-02,9.2,10.0,8.8,10.0,Yes
SRV-376258,ENC-11029,2024-08-31,3.3,2.2,3.1,2.1,Yes
SRV-895148,ENC-14491,2024-04-01,3.5,3.6,5.0,4.7,Yes
SRV-696345,ENC-10037,2024-02-03,8.7,9.0,9.6,6.3,Yes
SRV-749336,ENC-13213,2024-10-03,9.2,9.0,9.4,9.6,Yes
SRV-143444,ENC-11557,2024-05-31,8.1,7.7,7.6,8.9,Yes
SRV-474451,ENC-11810,2024-03-28,7.5,7.0,7.9,7.6,Yes
SRV-437986,ENC-13386,2024-04-08,8.0,8.1,9.0,8.9,Yes
SRV-557825,ENC-14109,2024-11-22,4.9,5.0,4.9,2.1,No
SRV-985982,ENC-11384,2024-05-14,7.3,6.8,6.0,10.0,Yes
SRV-960294,ENC-14010,2024-06-26,8.5,9.1,10.0,7.5,Yes
SRV-756147,ENC-14388,2024-11-18,10.0,10.0,10.0,10.0,Yes
SRV-542952,ENC-14181,2024-02-10,3.8,4.4,2.9,3.8,No
SRV-507631,ENC-12655,2024-09-20,6.6,4.9,6.8,5.6,No
SRV-389375,ENC-14073,2024-02-19,5.5,5.2,7.4,6.0,No
SRV-890592,ENC-13511,2024-05-02,4.8,4.0,5.6,2.2,No
SRV-928961,ENC-13822,2024-10-27,7.1,7.8,7.5,9.6,No
SRV-234141,ENC-91737,2024-10-22,3.2,2.0,5.1,2.2,No
SRV-262613,ENC-12565,2024-02-09,7.8,9.0,8.4,10.0,No
SRV-982740,ENC-11829,2024-12-02,9.3,9.6,8.4,8.4,Yes
SRV-157795,ENC-12924,2024-11-13,10.0,10.0,10.0,10.0,Yes
SRV-849807,ENC-14404,2024-03-18,5.0,7.1,5.5,7.7,Yes
SRV-758839,ENC-11568,2024-03-18,8.2,8.0,6.8,7.8,Yes
SRV-488248,ENC-10984,2024-10-20,8.2,7.4,9.6,6.1,Yes
SRV-378069,ENC-11437,2024-07-16,6.7,6.3,5.8,9.4,Yes
SRV-116834,ENC-11676,2024-09-06,8.4,8.3,7.7,9.6,Yes
SRV-435508,ENC-12602,2024-05-21,9.1,10.0,10.0,10.0,No
SRV-130819,ENC-11812,2024-09-18,10.0,10.0,10.0,10.0,Yes
SRV-398625,ENC-12796,2024-04-11,9.1,9.6,8.7,8.4,No
SRV-960740,ENC-13015,2024-10-06,6.3,6.5,7.8,3.5,Yes
SRV-617002,ENC-10762,2024-02-25,6.3,5.5,7.1,2.0,No
SRV-128457,ENC-11909,2024-10-19,10.0,9.9,10.0,9.6,Yes
SRV-663321,ENC-11253,2024-11-04,5.2,7.6,6.1,5.6,No
SRV-674009,ENC-13573,2024-03-13,8.8,8.1,9.8,8.6,Yes
SRV-959191,ENC-10752,2024-01-30,10.0,9.5,10.0,8.0,Yes
SRV-415777,ENC-12117,2024-04-21,7.6,6.4,8.1,9.2,Yes
SRV-900811,ENC-10085,2024-07-06,3.9,4.2,6.1,5.1,No
SRV-189508,ENC-14713,2024-03-30,10.0,10.0,10.0,10.0,Yes
SRV-186322,ENC-14612,2024-01-25,10.0,8.9,10.0,9.9,Yes
SRV-438183,ENC-11143,2024-08-04,9.5,10.0,9.5,9.7,Yes
SRV-348330,ENC-12750,2024-04-08,7.7,8.7,8.5,6.2,Yes
SRV-512328,ENC-10983,2024-11-20,6.0,5.4,6.6,6.1,No
SRV-430791,ENC-13407,2024-12-21,4.7,5.7,5.8,4.4,No
SRV-999209,ENC-14319,2024-05-24,5.4,6.4,5.4,6.5,No
SRV-439581,ENC-94583,2024-05-10,6.6,4.8,6.0,4.1,No
SRV-550995,ENC-11980,2024-09-14,8.3,9.0,7.4,7.9,Yes
SRV-446265,ENC-10903,2024-10-22,7.6,6.8,8.3,6.6,Yes
SRV-655256,ENC-99950,2024-04-19,10.0,10.0,9.5,9.7,Yes
SRV-944907,ENC-11704,2024-03-05,6.9,6.2,6.6,3.1,No
SRV-505443,ENC-13411,2024-03-23,3.3,3.9,5.9,3.9,No
SRV-943641,ENC-13617,2024-03-22,10.0,10.0,10.0,8.8,Yes
SRV-195117,ENC-10792,2024-09-19,6.4,4.9,6.5,8.9,Yes
SRV-884329,ENC-11048,2024-03-19,8.6,8.7,8.7,7.2,Yes
SRV-320217,ENC-12767,2024-06-12,6.7,5.4,7.2,4.1,Yes
SRV-324752,ENC-12012,2024-03-25,2.9,3.3,3.7,1.0,No
SRV-220320,ENC-10743,2024-12-18,9.1,8.8,10.0,8.9,Yes
SRV-656980,ENC-10775,2024-09-30,8.7,9.8,8.8,6.5,No
SRV-255046,ENC-14189,2024-10-25,10.0,8.9,10.0,10.0,Yes
SRV-819057,ENC-12288,2024-06-11,6.2,5.8,6.9,6.9,Yes
SRV-511252,ENC-13624,2024-06-19,8.6,7.2,8.1,10.0,No
SRV-425566,ENC-10755,2024-09-05,8.2,7.1,8.9,10.0,No
SRV-185195,ENC-10724,2024-01-09,7.4,9.0,7.0,6.9,Yes
SRV-563785,ENC-11128,2024-03-05,9.1,10.0,8.2,5.2,Yes
SRV-605477,ENC-92141,2024-11-27,5.1,4.7,6.8,4.5,Yes
SRV-183381,ENC-13030,2024-08-07,7.1,6.8,8.3,8.7,No
SRV-359017,ENC-13401,2024-12-05,6.8,5.5,8.3,5.5,Yes
SRV-142555,ENC-11535,2024-01-04,10.0,10.0,10.0,8.7,Yes
SRV-881163,ENC-10059,2024-12-29,6.8,7.3,5.4,6.6,Yes
SRV-734214,ENC-11618,2024-10-19,7.6,6.8,8.7,7.0,Yes
SRV-631737,ENC-13053,2024-05-09,9.3,9.6,8.8,9.8,Yes
SRV-597514,ENC-10472,2024-08-15,8.1,6.7,7.7,5.9,Yes
SRV-645056,ENC-14111,2024-08-20,8.0,8.5,8.9,7.5,Yes
SRV-407814,ENC-10311,2024-08-26,8.7,7.9,10.0,7.8,Yes
SRV-117728,ENC-12404,2024-09-16,10.0,8.3,10.0,10.0,Yes
SRV-428919,ENC-14364,2024-11-03,1.0,1.5,3.3,5.0,No
SRV-406739,ENC-93240,2024-01-09,5.0,5.1,5.1,4.0,No
SRV-456263,ENC-13142,2024-06-26,7.6,7.9,6.3,7.5,No
SRV-680863,ENC-90193,2024-01-19,3.5,3.9,3.3,5.9,Yes
SRV-475020,ENC-11000,2024-04-26,8.6,7.8,10.0,6.8,Yes
SRV-915754,ENC-11878,2024-09-02,7.0,6.1,9.3,6.0,Yes
SRV-190315,ENC-12472,2024-08-20,7.6,6.7,8.1,5.7,No
SRV-596990,ENC-10216,2024-07-31,9.0,8.0,10.0,9.6,Yes
SRV-972286,ENC-12626,2024-01-05,6.0,5.9,6.6,6.4,No
SRV-296001,ENC-10187,2024-04-27,6.6,9.0,6.5,1.7,Yes
SRV-921464,ENC-13238,2024-08-30,6.6,6.9,5.7,6.5,Yes
SRV-137756,ENC-10337,2024-10-10,10.0,10.0,10.0,10.0,Yes
SRV-318729,ENC-10735,2024-01-17,9.8,10.0,10.0,9.8,No
SRV-422561,ENC-12470,2024-03-07,6.6,6.8,6.4,4.2,Yes
SRV-691646,ENC-11656,2024-07-23,5.9,5.2,5.4,4.3,Yes
SRV-760356,ENC-95997,2024-07-10,7.5,7.0,6.2,5.2,Yes
SRV-513298,ENC-11313,2024-10-11,9.0,9.1,9.2,10.0,Yes
SRV-747099,ENC-10514,2024-12-10,5.9,5.5,6.1,1.4,No
SRV-936448,ENC-12014,2024-12-14,5.2,4.8,4.2,4.1,No
SRV-393268,ENC-11689,2024-05-10,7.6,6.5,7.9,7.0,Yes
SRV-861567,ENC-14943,2024-11-26,7.4,6.6,7.8,7.1,Yes
SRV-544907,ENC-12524,2024-01-13,7.0,7.3,7.4,5.4,No
SRV-469496,ENC-10060,2024-09-18,1.5,1.0,1.8,4.1,No
SRV-474409,ENC-14830,2024-02-21,7.0,7.5,6.8,3.8,Yes
SRV-922146,ENC-11064,2024-02-01,9.7,10.0,10.0,10.0,Yes
SRV-959006,ENC-13305,2024-06-09,5.2,5.6,6.4,3.8,Yes
SRV-668614,ENC-11122,2024-01-30,7.0,7.1,7.0,7.1,No
SRV-350730,ENC-12361,2024-02-25,10.0,9.1,10.0,8.9,Yes
SRV-252765,ENC-10563,2024-01-06,4.2,3.6,3.1,6.2,No
SRV-334127,ENC-14697,2024-06-22,7.0,7.2,7.8,5.0,Yes
SRV-441734,ENC-13589,2024-04-18,8.7,8.4,10.0,9.9,No
SRV-697703,ENC-11222,2024-08-27,7.1,6.8,10.0,2.8,Yes
SRV-289317,ENC-11772,2024-04-10,2.5,2.7,3.4,2.9,No
SRV-439796,ENC-12777,2024-09-18,6.3,5.2,8.0,3.7,Yes
SRV-595805,ENC-11822,2024-12-31,7.4,7.3,8.6,6.0,Yes
SRV-789959,ENC-12864,2024-12-20,8.9,7.6,9.6,10.0,Yes
SRV-969511,ENC-13589,2024-01-23,8.8,9.3,10.0,4.5,Yes
SRV-877402,ENC-14215,2024-05-15,5.8,4.7,7.2,4.6,No
SRV-320556,ENC-11785,2024-05-13,5.8,6.3,7.4,5.6,Yes
SRV-126888,ENC-12523,2024-02-24,7.9,7.7,6.3,10.0,No
SRV-957903,ENC-12961,2024-10-05,9.3,9.4,9.7,6.6,Yes
SRV-403310,ENC-13218,2024-09-22,6.7,6.7,5.7,5.1,No
SRV-412840,ENC-12884,2024-05-03,7.1,9.4,8.5,7.1,Yes
SRV-295343,ENC-14662,2024-09-09,7.7,7.5,9.0,7.5,No
SRV-916189,ENC-11202,2024-07-04,5.3,4.8,4.4,6.9,No
SRV-990706,ENC-12766,2024-05-11,5.6,6.0,3.8,2.5,No
SRV-738303,ENC-12333,2024-01-30,8.2,9.3,7.6,10.0,No
SRV-372636,ENC-10749,2024-07-21,8.6,8.0,7.8,6.8,No
SRV-619410,ENC-12496,2024-09-30,7.5,7.1,7.6,8.3,Yes
SRV-256014,ENC-11379,2024-06-17,7.6,8.2,6.1,6.0,Yes
SRV-446078,ENC-12119,2024-07-23,3.5,4.6,4.4,1.0,No
SRV-712093,ENC-13409,2024-03-27,10.0,10.0,10.0,8.5,Yes
SRV-135393,ENC-12017,2024-01-15,3.2,1.5,3.1,2.5,No
SRV-977461,ENC-92046,2024-04-15,10.0,9.7,10.0,6.4,Yes
SRV-443210,ENC-10483,2024-10-09,10.0,8.7,9.8,10.0,Yes
SRV-629129,ENC-11658,2024-07-10,9.0,9.0,10.0,9.2,Yes
SRV-242105,ENC-14558,2024-07-21,4.0,5.1,5.2,8.1,Yes
SRV-778185,ENC-12084,2024-08-16,5.6,4.1,5.5,5.1,Yes
SRV-491481,ENC-10574,2024-07-11,8.9,10.0,10.0,7.0,No
SRV-891650,ENC-98253,2024-03-27,5.3,4.4,5.6,4.7,Yes
SRV-804589,ENC-10160,2024-03-25,10.0,10.0,10.0,8.1,Yes
SRV-977790,ENC-10499,2024-07-27,8.9,9.4,7.2,10.0,No
SRV-969836,ENC-14265,2024-01-13,6.4,6.1,4.6,9.9,No
SRV-880876,ENC-14512,2024-03-23,9.8,9.8,10.0,10.0,Yes
SRV-593267,ENC-12201,2024-12-26,6.5,7.0,8.0,3.5,Yes
SRV-524402,ENC-13351,2024-01-15,9.8,10.0,10.0,10.0,Yes
SRV-697821,ENC-11889,2024-03-12,8.8,8.0,8.3,8.3,Yes
SRV-989635,ENC-10859,2024-09-27,10.0,10.0,8.3,8.4,Yes
SRV-437179,ENC-11234,2024-01-18,8.3,9.7,9.5,8.8,Yes
SRV-318701,ENC-14504,2024-07-23,8.8,7.2,9.5,9.4,Yes
SRV-227199,ENC-12097,2024-05-12,3.1,4.4,3.9,3.8,Yes
SRV-220159,ENC-14329,2024-09-18,6.4,7.1,6.4,6.4,No
SRV-522285,ENC-97331,2024-09-18,5.6,4.5,7.6,7.3,Yes
SRV-167664,ENC-92353,2024-07-23,8.3,9.2,9.3,10.0,No
SRV-992719,ENC-14559,2024-07-21,5.8,7.4,5.2,5.3,Yes
SRV-883262,ENC-12650,2024-04-07,7.9,7.5,7.2,6.4,No
SRV-542515,ENC-14341,2024-06-03,8.5,10.0,9.4,7.3,Yes
SRV-452105,ENC-13532,2024-03-15,5.0,5.4,6.7,4.3,Yes
SRV-608518,ENC-12698,2024-12-28,5.8,6.5,5.1,2.6,Yes
SRV-736651,ENC-12928,2024-01-23,3.5,3.4,5.0,2.0,No
SRV-665076,ENC-96022,2024-08-18,6.8,7.9,7.5,6.8,Yes
SRV-326364,ENC-13016,2024-01-17,7.7,7.3,9.5,8.6,No
SRV-393943,ENC-11964,2024-09-17,8.5,8.1,9.1,6.8,Yes
SRV-848357,ENC-12341,2024-01-05,10.0,8.4,10.0,10.0,Yes
SRV-587317,ENC-10966,2024-12-25,6.7,7.1,8.5,5.0,No
SRV-711850,ENC-13617,2024-12-23,9.1,9.4,8.9,10.0,Yes
SRV-337963,ENC-14023,2024-12-14,10.0,10.0,10.0,10.0,Yes
SRV-202569,ENC-14648,2024-09-05,9.9,10.0,9.5,8.4,Yes
SRV-710410,ENC-10875,2024-08-28,8.9,8.1,9.8,7.2,Yes
SRV-750403,ENC-13404,2024-06-22,8.6,8.7,7.7,7.4,Yes
SRV-208189,ENC-10269,2024-01-24,4.1,3.4,4.2,4.6,No
SRV-158211,ENC-13105,2024-10-04,10.0,9.5,10.0,8.6,Yes
SRV-187736,ENC-14284,2024-02-12,5.1,6.0,7.6,1.0,No
SRV-511136,ENC-10981,2024-10-29,10.0,8.6,10.0,6.6,Yes
SRV-892768,ENC-11209,2024-11-15,6.2,6.0,7.0,9.3,Yes
SRV-623334,ENC-11703,2024-04-17,10.0,10.0,10.0,10.0,Yes
SRV-872370,ENC-12229,2024-09-21,9.3,7.2,10.0,10.0,No
SRV-986746,ENC-14884,2024-09-13,6.0,4.6,3.9,10.0,Yes
SRV-665258,ENC-12979,2024-06-20,9.0,10.0,9.7,10.0,Yes
SRV-662798,ENC-13616,2024-05-22,6.7,5.6,7.1,6.1,Yes
SRV-865364,ENC-14010,2024-01-01,8.8,9.2,9.7,8.0,No
SRV-639483,ENC-12244,2024-03-12,8.9,8.8,10.0,10.0,No
SRV-913842,ENC-10382,2024-02-21,9.7,8.8,10.0,8.0,No
SRV-240362,ENC-11019,2024-03-03,10.0,10.0,10.0,10.0,Yes
SRV-498430,ENC-95602,2024-01-02,3.0,3.8,3.4,1.9,No
SRV-768246,ENC-13554,2024-04-05,5.5,5.9,4.5,8.1,No
SRV-619293,ENC-12386,2024-01-12,7.5,7.9,5.9,5.0,Yes
SRV-408762,ENC-13148,2024-11-13,3.4,4.9,3.1,1.0,No
SRV-695953,ENC-12486,2024-10-21,3.4,3.0,4.3,4.1,Yes
SRV-738754,ENC-11859,2024-10-08,8.2,8.5,9.2,10.0,Yes
SRV-624579,ENC-13170,2024-01-31,7.6,6.6,9.6,5.6,Yes
SRV-782435,ENC-14834,2024-10-04,3.9,4.9,3.2,5.0,Yes
SRV-706403,ENC-14778,2024-06-19,8.3,9.9,9.0,6.9,Yes
SRV-100116,ENC-10741,2024-10-22,7.7,6.1,10.0,6.6,No
SRV-949892,ENC-11810,2024-05-15,10.0,10.0,9.7,10.0,Yes
SRV-150148,ENC-10746,2024-11-03,7.8,5.6,8.4,10.0,Yes
SRV-282578,ENC-12574,2024-03-07,5.8,5.9,6.2,2.4,No
SRV-332931,ENC-95755,2024-05-30,9.3,7.3,10.0,9.4,Yes
SRV-146039,ENC-13504,2024-07-26,4.2,4.6,4.4,1.5,No
SRV-174016,ENC-14374,2024-05-27,5.8,5.9,6.1,6.0,No
SRV-644646,ENC-11307,2024-01-12,7.7,8.4,8.2,8.3,Yes
SRV-501622,ENC-13118,2024-01-28,8.3,7.4,9.0,8.6,Yes
SRV-789420,ENC-10227,2024-10-09,7.8,5.6,6.7,7.3,Yes
SRV-789884,ENC-14573,2024-08-10,8.7,7.8,10.0,10.0,No
SRV-342793,ENC-14716,2024-12-29,5.6,5.3,6.1,1.6,No
SRV-774504,ENC-10591,2024-10-24,3.6,3.8,4.6,1.0,No
SRV-608292,ENC-10601,2024-06-16,4.8,6.1,6.1,2.4,No
SRV-431920,ENC-11964,2024-04-19,7.5,8.8,8.0,8.8,Yes
SRV-334537,ENC-13178,2024-05-10,8.4,8.9,7.2,5.2,No
SRV-532279,ENC-12419,2024-06-16,9.8,10.0,10.0,9.9,Yes
SRV-165976,ENC-13985,2024-04-13,7.9,8.8,9.2,5.9,Yes
SRV-264142,ENC-14790,2024-08-07,5.2,4.8,6.2,6.1,No
SRV-327414,ENC-12575,2024-05-05,6.4,4.6,8.5,6.9,No
SRV-865759,ENC-11206,2024-02-18,7.0,6.8,8.8,4.0,No
SRV-520664,ENC-99571,2024-04-26,7.9,7.6,9.9,6.2,Yes
SRV-429089,ENC-13551,2024-09-04,1.0,3.6,2.3,3.2,No
SRV-515659,ENC-10290,2024-06-17,4.2,3.9,5.2,7.3,Yes
SRV-853570,ENC-12304,2024-05-18,9.6,9.8,10.0,10.0,Yes
SRV-155034,ENC-10106,2024-10-08,10.0,9.6,10.0,9.7,Yes
SRV-263409,ENC-13361,2024-01-17,9.3,10.0,10.0,10.0,Yes
SRV-790867,ENC-12005,2024-05-30,8.1,6.7,6.5,10.0,Yes
SRV-249475,ENC-13940,2024-07-15,7.8,6.8,8.5,7.7,No
SRV-349907,ENC-14883,2024-05-04,8.4,6.5,8.5,7.7,Yes
SRV-645826,ENC-11049,2024-07-24,7.0,6.4,8.4,9.0,No
SRV-983635,ENC-12168,2024-06-20,9.1,8.9,9.4,10.0,Yes
SRV-688014,ENC-13248,2024-02-07,10.0,10.0,10.0,10.0,Yes
SRV-452585,ENC-14040,2024-02-18,5.3,6.8,6.5,6.9,No
SRV-752181,ENC-14750,2024-07-07,8.6,10.0,9.7,8.2,Yes
SRV-410982,ENC-12478,2024-07-12,9.9,10.0,8.7,10.0,Yes
SRV-669071,ENC-12857,2024-07-25,5.8,5.6,7.5,7.6,Yes
SRV-795442,ENC-13153,2024-05-16,8.2,8.5,8.7,8.1,No
SRV-806913,ENC-14403,2024-09-01,4.3,4.1,4.8,4.0,No
SRV-985082,ENC-12637,2024-10-15,9.1,9.7,9.2,5.3,No
SRV-372270,ENC-13974,2024-11-15,9.9,10.0,8.6,10.0,Yes
SRV-840698,ENC-11670,2024-01-22,5.9,4.4,5.9,4.4,No
SRV-760636,ENC-13958,2024-07-09,7.2,7.1,7.3,7.9,No
SRV-745537,ENC-12538,2024-05-03,8.6,7.7,8.4,5.2,Yes
SRV-668430,ENC-11973,2024-02-25,2.3,2.7,3.1,1.1,No
SRV-424680,ENC-10801,2024-10-26,6.1,7.7,8.2,10.0,No
SRV-980805,ENC-11203,2024-03-20,6.4,5.6,6.6,3.8,No
SRV-215635,ENC-13360,2024-01-13,7.5,6.3,9.8,7.7,Yes
SRV-408470,ENC-11592,2024-02-24,7.6,7.6,7.7,6.9,No
SRV-386964,ENC-14976,2024-09-09,5.8,4.8,7.7,5.8,Yes
SRV-420852,ENC-13962,2024-07-29,8.2,7.2,9.1,9.9,No
SRV-937988,ENC-13330,2024-12-04,10.0,10.0,10.0,9.5,Yes
SRV-707708,ENC-10550,2024-12-31,10.0,8.6,9.8,10.0,Yes
SRV-108264,ENC-12646,2024-12-28,1.0,1.6,1.0,1.6,Yes
SRV-237702,ENC-12642,2024-03-04,9.9,9.6,9.3,6.4,Yes
SRV-700699,ENC-12068,2024-07-28,9.4,8.7,9.8,8.5,No
SRV-363235,ENC-14716,2024-05-07,3.9,2.7,3.4,4.2,No
SRV-271788,ENC-14172,2024-11-07,10.0,10.0,10.0,10.0,Yes
SRV-344702,ENC-12725,2024-11-22,8.2,8.9,8.8,4.3,No
SRV-959896,ENC-11757,2024-03-29,6.3,7.7,5.4,6.2,Yes
SRV-712117,ENC-12206,2024-02-07,8.9,7.8,9.9,3.9,Yes
SRV-264650,ENC-13568,2024-07-06,8.1,8.3,8.9,7.5,No
SRV-175874,ENC-12984,2024-06-24,7.5,6.7,6.8,6.7,No
SRV-650670,ENC-14243,2024-07-25,6.6,5.5,5.9,6.5,Yes
SRV-756372,ENC-10261,2024-07-31,7.2,7.0,6.4,7.1,No
SRV-549496,ENC-11158,2024-01-20,6.3,6.1,6.2,6.0,No
SRV-965146,ENC-14713,2024-09-24,6.4,6.2,6.2,6.9,No
SRV-465464,ENC-13858,2024-08-06,8.2,7.0,10.0,9.4,Yes
SRV-798109,ENC-11321,2024-11-02,7.6,7.1,9.8,9.4,Yes
SRV-832720,ENC-13202,2024-04-21,4.9,5.8,5.4,5.0,Yes
SRV-996778,ENC-13558,2024-09-04,8.4,8.7,9.0,8.0,Yes
SRV-640343,ENC-11720,2024-04-27,10.0,10.0,7.6,9.5,Yes
SRV-162272,ENC-11133,2024-06-06,8.4,8.2,10.0,8.4,Yes
SRV-101764,ENC-12026,2024-03-24,7.6,5.7,7.4,8.2,Yes
SRV-147792,ENC-12349,2024-02-12,4.6,4.0,6.0,3.0,No
SRV-435963,ENC-14320,2024-08-23,10.0,8.1,10.0,10.0,Yes
SRV-957709,ENC-11654,2024-11-19,8.2,8.6,8.7,4.1,Yes
SRV-943692,ENC-11410,2024-01-10,1.0,1.0,3.2,1.5,No
SRV-594715,ENC-10426,2024-05-15,9.4,10.0,9.1,7.9,Yes
SRV-204204,ENC-14885,2024-05-03,9.3,9.5,10.0,8.0,Yes
SRV-770662,ENC-10502,2024-06-12,6.6,6.7,9.1,8.9,No
SRV-959844,ENC-14021,2024-03-13,9.6,8.9,9.8,9.2,Yes
SRV-627315,ENC-13276,2024-04-28,5.9,6.2,6.5,8.0,No
SRV-286638,ENC-11658,2024-08-21,5.3,4.5,6.2,2.1,Yes
SRV-978438,ENC-10839,2024-04-16,10.0,10.0,8.8,9.3,Yes
SRV-710150,ENC-12605,2024-02-06,5.7,5.1,5.6,5.3,No
SRV-733635,ENC-13115,2024-03-23,7.7,6.7,8.8,4.8,Yes
SRV-831751,ENC-12164,2024-07-17,7.2,7.9,6.7,5.6,No
SRV-580530,ENC-13796,2024-07-11,6.6,6.0,6.0,4.6,No
SRV-596402,ENC-11950,2024-06-27,4.1,3.4,3.7,2.8,Yes
SRV-658301,ENC-14657,2024-12-06,6.5,7.9,6.5,4.9,Yes
SRV-413906,ENC-14625,2024-08-29,8.9,8.3,9.9,6.9,No
SRV-668417,ENC-11680,2024-08-27,9.5,9.2,10.0,10.0,Yes
